f_displacements__axis_z__sen_7__act_6__sol_1,f_displacements__axis_z__sen_7__act_6__sol_2,f_displacements__axis_z__sen_7__act_6__sol_3,f_displacements__axis_z__sen_7__act_6__sol_4,f_displacements__axis_z__sen_7__act_6__sol_5,f_displacements__axis_z__sen_7__act_6__sol_6,f_displacements__axis_z__sen_7__act_6__sol_7,f_displacements__axis_z__sen_7__act_6__sol_8,f_displacements__axis_z__sen_7__act_6__sol_9,f_displacements__axis_z__sen_7__act_6__sol_10,f_displacements__axis_z__sen_7__act_6__sol_11,f_displacements__axis_z__sen_7__act_6__sol_12,f_displacements__axis_z__sen_7__act_6__sol_13,f_displacements__axis_z__sen_7__act_6__sol_14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.295644e-37,2.295644e-37,2.295644e-37,2.295644e-37,2.295644e-37,2.295644e-37,2.295644e-37,2.295644e-37,2.295644e-37,2.295644e-37,2.295644e-37,2.295644e-37,2.295644e-37,2.295644e-37
5.401123e-37,5.401123e-37,5.401123e-37,5.401123e-37,5.401123e-37,5.401123e-37,5.401123e-37,5.401123e-37,5.401123e-37,5.401123e-37,5.401123e-37,5.401123e-37,5.401123e-37,5.401123e-37
1.262264e-36,1.262264e-36,1.262264e-36,1.262264e-36,1.262264e-36,1.262264e-36,1.262264e-36,1.262264e-36,1.262264e-36,1.262264e-36,1.262264e-36,1.262264e-36,1.262264e-36,1.262264e-36
2.930323e-36,2.930323e-36,2.930323e-36,2.930323e-36,2.930323e-36,2.930323e-36,2.930323e-36,2.930323e-36,2.930323e-36,2.930323e-36,2.930323e-36,2.930323e-36,2.930323e-36,2.930323e-36
6.757585e-36,6.757585e-36,6.757585e-36,6.757585e-36,6.757585e-36,6.757585e-36,6.757585e-36,6.757585e-36,6.757585e-36,6.757585e-36,6.757585e-36,6.757585e-36,6.757585e-36,6.757585e-36
1.548068e-35,1.548068e-35,1.548068e-35,1.548068e-35,1.548068e-35,1.548068e-35,1.548068e-35,1.548068e-35,1.548068e-35,1.548068e-35,1.548068e-35,1.548068e-35,1.548068e-35,1.548068e-35
3.523081e-35,3.523081e-35,3.523081e-35,3.523081e-35,3.523081e-35,3.523081e-35,3.523081e-35,3.523081e-35,3.523081e-35,3.523081e-35,3.523081e-35,3.523081e-35,3.523081e-35,3.523081e-35
7.965273e-35,7.965273e-35,7.965273e-35,7.965273e-35,7.965273e-35,7.965273e-35,7.965273e-35,7.965273e-35,7.965273e-35,7.965273e-35,7.965273e-35,7.965273e-35,7.965273e-35,7.965273e-35
1.789102e-34,1.789102e-34,1.789102e-34,1.789102e-34,1.789102e-34,1.789102e-34,1.789102e-34,1.789102e-34,1.789102e-34,1.789102e-34,1.789102e-34,1.789102e-34,1.789102e-34,1.789102e-34
3.992428e-34,3.992428e-34,3.992428e-34,3.992428e-34,3.992428e-34,3.992428e-34,3.992428e-34,3.992428e-34,3.992428e-34,3.992428e-34,3.992428e-34,3.992428e-34,3.992428e-34,3.992428e-34
8.851509e-34,8.851509e-34,8.851509e-34,8.851509e-34,8.851509e-34,8.851509e-34,8.851509e-34,8.851509e-34,8.851509e-34,8.851509e-34,8.851509e-34,8.851509e-34,8.851509e-34,8.851509e-34
1.949783e-33,1.949783e-33,1.949783e-33,1.949783e-33,1.949783e-33,1.949783e-33,1.949783e-33,1.949783e-33,1.949783e-33,1.949783e-33,1.949783e-33,1.949783e-33,1.949783e-33,1.949783e-33
4.267312e-33,4.267312e-33,4.267312e-33,4.267312e-33,4.267312e-33,4.267312e-33,4.267312e-33,4.267312e-33,4.267312e-33,4.267312e-33,4.267312e-33,4.267312e-33,4.267312e-33,4.267312e-33
9.279658e-33,9.279658e-33,9.279658e-33,9.279658e-33,9.279658e-33,9.279658e-33,9.279658e-33,9.279658e-33,9.279658e-33,9.279658e-33,9.279658e-33,9.279658e-33,9.279658e-33,9.279658e-33
2.005067e-32,2.005067e-32,2.005067e-32,2.005067e-32,2.005067e-32,2.005067e-32,2.005067e-32,2.005067e-32,2.005067e-32,2.005067e-32,2.005067e-32,2.005067e-32,2.005067e-32,2.005067e-32
4.304821e-32,4.304821e-32,4.304821e-32,4.304821e-32,4.304821e-32,4.304821e-32,4.304821e-32,4.304821e-32,4.304821e-32,4.304821e-32,4.304821e-32,4.304821e-32,4.304821e-32,4.304821e-32
9.183754e-32,9.183754e-32,9.183754e-32,9.183754e-32,9.183754e-32,9.183754e-32,9.183754e-32,9.183754e-32,9.183754e-32,9.183754e-32,9.183754e-32,9.183754e-32,9.183754e-32,9.183754e-32
1.946856e-31,1.946856e-31,1.946856e-31,1.946856e-31,1.946856e-31,1.946856e-31,1.946856e-31,1.946856e-31,1.946856e-31,1.946856e-31,1.946856e-31,1.946856e-31,1.946856e-31,1.946856e-31
4.101146e-31,4.101146e-31,4.101146e-31,4.101146e-31,4.101146e-31,4.101146e-31,4.101146e-31,4.101146e-31,4.101146e-31,4.101146e-31,4.101146e-31,4.101146e-31,4.101146e-31,4.101146e-31
8.585066e-31,8.585066e-31,8.585066e-31,8.585066e-31,8.585066e-31,8.585066e-31,8.585066e-31,8.585066e-31,8.585066e-31,8.585066e-31,8.585066e-31,8.585066e-31,8.585066e-31,8.585066e-31
1.785904e-30,1.785904e-30,1.785904e-30,1.785904e-30,1.785904e-30,1.785904e-30,1.785904e-30,1.785904e-30,1.785904e-30,1.785904e-30,1.785904e-30,1.785904e-30,1.785904e-30,1.785904e-30
3.691962e-30,3.691962e-30,3.691962e-30,3.691962e-30,3.691962e-30,3.691962e-30,3.691962e-30,3.691962e-30,3.691962e-30,3.691962e-30,3.691962e-30,3.691962e-30,3.691962e-30,3.691962e-30
7.584902e-30,7.584902e-30,7.584902e-30,7.584902e-30,7.584902e-30,7.584902e-30,7.584902e-30,7.584902e-30,7.584902e-30,7.584902e-30,7.584902e-30,7.584902e-30,7.584902e-30,7.584902e-30
1.54862e-29,1.54862e-29,1.54862e-29,1.54862e-29,1.54862e-29,1.54862e-29,1.54862e-29,1.54862e-29,1.54862e-29,1.54862e-29,1.54862e-29,1.54862e-29,1.54862e-29,1.54862e-29
3.142318e-29,3.142318e-29,3.142318e-29,3.142318e-29,3.142318e-29,3.142318e-29,3.142318e-29,3.142318e-29,3.142318e-29,3.142318e-29,3.142318e-29,3.142318e-29,3.142318e-29,3.142318e-29
6.336859e-29,6.336859e-29,6.336859e-29,6.336859e-29,6.336859e-29,6.336859e-29,6.336859e-29,6.336859e-29,6.336859e-29,6.336859e-29,6.336859e-29,6.336859e-29,6.336859e-29,6.336859e-29
1.270061e-28,1.270061e-28,1.270061e-28,1.270061e-28,1.270061e-28,1.270061e-28,1.270061e-28,1.270061e-28,1.270061e-28,1.270061e-28,1.270061e-28,1.270061e-28,1.270061e-28,1.270061e-28
2.529939e-28,2.529939e-28,2.529939e-28,2.529939e-28,2.529939e-28,2.529939e-28,2.529939e-28,2.529939e-28,2.529939e-28,2.529939e-28,2.529939e-28,2.529939e-28,2.529939e-28,2.529939e-28
5.008847e-28,5.008847e-28,5.008847e-28,5.008847e-28,5.008847e-28,5.008847e-28,5.008847e-28,5.008847e-28,5.008847e-28,5.008847e-28,5.008847e-28,5.008847e-28,5.008847e-28,5.008847e-28
9.856335e-28,9.856335e-28,9.856335e-28,9.856335e-28,9.856335e-28,9.856335e-28,9.856335e-28,9.856335e-28,9.856335e-28,9.856335e-28,9.856335e-28,9.856335e-28,9.856335e-28,9.856335e-28
1.92775e-27,1.92775e-27,1.92775e-27,1.92775e-27,1.92775e-27,1.92775e-27,1.92775e-27,1.92775e-27,1.92775e-27,1.92775e-27,1.92775e-27,1.92775e-27,1.92775e-27,1.92775e-27
3.747578e-27,3.747578e-27,3.747578e-27,3.747578e-27,3.747578e-27,3.747578e-27,3.747578e-27,3.747578e-27,3.747578e-27,3.747578e-27,3.747578e-27,3.747578e-27,3.747578e-27,3.747578e-27
7.241403e-27,7.241403e-27,7.241403e-27,7.241403e-27,7.241403e-27,7.241403e-27,7.241403e-27,7.241403e-27,7.241403e-27,7.241403e-27,7.241403e-27,7.241403e-27,7.241403e-27,7.241403e-27
1.390829e-26,1.390829e-26,1.390829e-26,1.390829e-26,1.390829e-26,1.390829e-26,1.390829e-26,1.390829e-26,1.390829e-26,1.390829e-26,1.390829e-26,1.390829e-26,1.390829e-26,1.390829e-26
2.655281e-26,2.655281e-26,2.655281e-26,2.655281e-26,2.655281e-26,2.655281e-26,2.655281e-26,2.655281e-26,2.655281e-26,2.655281e-26,2.655281e-26,2.655281e-26,2.655281e-26,2.655281e-26
5.03895e-26,5.03895e-26,5.03895e-26,5.03895e-26,5.03895e-26,5.03895e-26,5.03895e-26,5.03895e-26,5.03895e-26,5.03895e-26,5.03895e-26,5.03895e-26,5.03895e-26,5.03895e-26
9.505362e-26,9.505362e-26,9.505362e-26,9.505362e-26,9.505362e-26,9.505362e-26,9.505362e-26,9.505362e-26,9.505362e-26,9.505362e-26,9.505362e-26,9.505362e-26,9.505362e-26,9.505362e-26
